image,xmin,ymin,xmax,ymax
ISIC_0027869,0.14329891,0.37041733,0.66714114,0.72748697
ISIC_0027870,0.25841418,0.3333833,0.74709463,0.69695604
ISIC_0027871,0.21792145,0.2978811,0.77169406,0.64654475
ISIC_0027872,0.11752937,0.22831686,0.9129171,0.7923367
ISIC_0027873,0.3228696,0.3760024,0.6726909,0.7121192
ISIC_0027874,0.1769804,0.28479353,0.7245314,0.7248312
ISIC_0027875,0.13623142,0.2677941,0.76290554,0.8503591
ISIC_0027876,0.25576448,0.18907954,0.9600769,0.80874735
ISIC_0027877,0.09102056,0.20894836,0.93307334,0.8239984
ISIC_0027878,0.42474085,0.4401686,0.58092415,0.5801033
ISIC_0027879,0.26393983,0.16511625,0.873912,0.7168573
ISIC_0027880,0.24485968,0.27323115,0.71319413,0.8472281
ISIC_0027881,0.22351721,0.4391047,0.5157732,0.76576424
ISIC_0027882,0.11337663,0.14022031,0.7851258,0.7970884
ISIC_0027883,0.124841265,0.18005393,0.8034937,0.79979694
ISIC_0027884,0.06460466,0.14144568,0.9593145,0.8106841
ISIC_0027885,0.046611253,0.18190916,0.7994676,0.8200563
ISIC_0027886,0.1788423,0.3543466,0.88206774,0.7277628
ISIC_0027887,0.27867764,0.28279895,0.8348049,0.70220923
ISIC_0027888,0.5886876,0.29915628,0.7890319,0.53318393
ISIC_0027889,0.2583973,0.28693804,0.6824969,0.72298753
ISIC_0027890,0.32888943,0.35654432,0.796449,0.85703415
ISIC_0027891,0.18318382,0.2696354,0.79025924,0.8501071
ISIC_0027892,0.046388637,0.19971429,0.8936953,0.86703074
ISIC_0027893,0.0514264,0.19114517,0.9469537,0.7635087
ISIC_0027894,0.045937374,0.12946768,0.8411763,0.8755194
ISIC_0027895,0.2884841,0.29879326,0.73763216,0.7345936
ISIC_0027896,0.06820182,0.17992595,0.9405347,0.86848927
ISIC_0027897,0.20541273,0.30197817,0.6261565,0.69729817
ISIC_0027898,0.3912178,0.35285637,0.6164393,0.5940688
ISIC_0027899,0.2258055,0.27768397,0.91462535,0.70193946
ISIC_0027900,0.13157368,0.29239413,0.8125958,0.71078116
ISIC_0027901,0.3287786,0.22197239,0.69690806,0.7650291
ISIC_0027902,0.16493027,0.32300496,0.8881121,0.687093
ISIC_0027903,0.122574046,0.15099752,0.78183156,0.81180316
ISIC_0027904,0.18614213,0.22390945,0.8298389,0.71409076
ISIC_0027905,0.45797944,0.4324285,0.5636009,0.54751706
ISIC_0027906,0.14890803,0.14518097,0.6173795,0.6992996
ISIC_0027907,0.1030853,0.22064348,0.9489009,0.76748693
ISIC_0027908,0.19150305,0.3308852,0.7054211,0.73782915
ISIC_0027909,0.039729938,0.12943098,0.97011745,0.8726034
ISIC_0027910,0.0915977,0.13562225,0.84725386,0.84276295
ISIC_0027911,0.44904247,0.46295777,0.55338436,0.58496374
ISIC_0027912,0.3956846,0.3382981,0.7811456,0.64240664
ISIC_0027913,0.34644887,0.3403538,0.61785966,0.595533
ISIC_0027914,0.22252248,0.16824238,0.74446493,0.6129503
ISIC_0027915,0.03352371,0.17218792,0.9622631,0.8252505
ISIC_0027916,0.2877241,0.23303692,0.8571402,0.8223632
ISIC_0027917,0.18316367,0.30762842,0.84983325,0.75744927
ISIC_0027918,0.25230676,0.32755038,0.6119262,0.65280837
ISIC_0027919,0.32671395,0.199905,0.9381062,0.7622622
ISIC_0027920,0.33415815,0.35602334,0.65674925,0.59377563
ISIC_0027921,0.11391161,0.22067176,0.6156187,0.73368955
ISIC_0027922,0.11495235,0.27409226,0.8380274,0.69206583
ISIC_0027923,0.44576368,0.2913273,0.7416752,0.62114596
ISIC_0027924,0.19405884,0.23350444,0.84933686,0.78254926
ISIC_0027925,0.11727162,0.13538782,0.8655938,0.8383287
ISIC_0027926,0.15916859,0.17081991,0.7276352,0.65095174
ISIC_0027927,0.2918701,0.2682105,0.699296,0.69920915
ISIC_0027928,0.4117895,0.3770194,0.75170666,0.6700127
ISIC_0027929,0.19425307,0.16408108,0.6803982,0.7777871
ISIC_0027930,0.32551643,0.3594857,0.77582204,0.71074504
ISIC_0027931,0.42907426,0.4347889,0.5672521,0.56838727
ISIC_0027932,0.04805055,0.22938398,0.9410417,0.78535175
ISIC_0027933,0.16134544,0.2026424,0.83826643,0.7197529
ISIC_0027934,0.14097546,0.48225346,0.8575358,0.78631365
ISIC_0027935,0.39023873,0.38062343,0.7812979,0.8146016
ISIC_0027936,0.17449209,0.16930576,0.7432617,0.7963222
ISIC_0027937,0.24397425,0.38542995,0.54450536,0.592434
ISIC_0027938,0.30995616,0.36344376,0.5463964,0.56776077
ISIC_0027939,0.047066584,0.17480102,0.936201,0.8503667
ISIC_0027940,0.3352235,0.37107512,0.56453013,0.5858748
ISIC_0027941,0.10207721,0.13673794,0.84706664,0.77859384
ISIC_0027942,0.1332712,0.19237395,0.5963683,0.8398876
ISIC_0027943,0.23445106,0.20417514,0.7733233,0.87990844
ISIC_0027944,0.23918255,0.20857199,0.6894694,0.7091417
ISIC_0027945,0.27380267,0.23051529,0.88603127,0.8004525
ISIC_0027946,0.16374427,0.19519272,0.6882793,0.67578304
ISIC_0027947,0.08031173,0.2249501,0.7805793,0.7356231
ISIC_0027948,0.3683109,0.43109512,0.6263045,0.60203844
ISIC_0027949,0.2894753,0.33415306,0.85676634,0.74460423
ISIC_0027950,0.042614017,0.12079283,0.9276038,0.8291205
ISIC_0027951,0.11682421,0.26144883,0.9585178,0.81058145
ISIC_0027952,0.20900111,0.21479766,0.5598147,0.63734406
ISIC_0027953,0.1267454,0.27816376,0.8655826,0.82168555
ISIC_0027954,0.22673944,0.2389088,0.9518986,0.6911537
ISIC_0027955,0.26226088,0.31332836,0.6791992,0.7217473
ISIC_0027956,0.120938554,0.15796308,0.8165859,0.8312613
ISIC_0027957,0.41668183,0.3922626,0.5586364,0.5460888
ISIC_0027958,0.06266256,0.19470213,0.90446794,0.8719669
ISIC_0027959,0.34089205,0.33918577,0.6055746,0.59966195
ISIC_0027960,0.09724169,0.17450003,0.9495013,0.8165284
ISIC_0027961,0.069409214,0.15735774,0.9716067,0.82806486
ISIC_0027962,0.33705714,0.14737888,0.69624364,0.45251393
ISIC_0027963,0.10307169,0.20670585,0.9494029,0.83267355
ISIC_0027964,0.17202698,0.26808956,0.7665839,0.7267229
ISIC_0027965,0.18373254,0.18093437,0.7540331,0.8289479
ISIC_0027966,0.18507363,0.23787959,0.8754238,0.7515504
ISIC_0027967,0.045656193,0.11889386,0.8965058,0.85811526
ISIC_0027968,0.4038616,0.23086672,0.74035287,0.6131567
ISIC_0027969,0.34757188,0.31360194,0.62347364,0.6375706
ISIC_0027970,0.4481287,0.4662551,0.55139995,0.54888165
ISIC_0027971,0.2250003,0.27805308,0.6686238,0.76108825
ISIC_0027972,0.22740984,0.1506617,0.5886634,0.73284286
ISIC_0027973,0.23256908,0.22908366,0.84015113,0.7798946
ISIC_0027974,0.34255448,0.31215343,0.86724293,0.69230765
ISIC_0027975,0.18456115,0.3407875,0.49765968,0.68916255
ISIC_0027976,0.4115437,0.36452514,0.665627,0.62169325
ISIC_0027977,0.17918353,0.23938921,0.73810726,0.76210165
ISIC_0027978,0.35759398,0.33652672,0.69245875,0.68755877
ISIC_0027979,0.3024345,0.13773234,0.6626736,0.58945656
ISIC_0027980,0.11902886,0.121189594,0.9547993,0.7013082
ISIC_0027981,0.17970073,0.1581135,0.6787958,0.8357851
ISIC_0027982,0.22606035,0.21909581,0.8395685,0.71666217
ISIC_0027983,0.41554862,0.4382778,0.570482,0.5764459
ISIC_0027984,0.13445418,0.23962677,0.88425934,0.78307587
ISIC_0027985,0.16846447,0.2159076,0.40374416,0.45730287
ISIC_0027986,0.23454943,0.14674674,0.5718428,0.41175127
ISIC_0027987,0.37515575,0.37516865,0.6083419,0.60521114
ISIC_0027988,0.2368804,0.2580584,0.7206279,0.8250116
ISIC_0027989,0.24943905,0.16541366,0.9339211,0.85379434
ISIC_0027990,0.18318136,0.24895547,0.7950334,0.7693362
ISIC_0027991,0.05894199,0.13868926,0.91933787,0.8225254
ISIC_0027992,0.24141383,0.18977356,0.72825015,0.6573123
ISIC_0027993,0.34128746,0.33426052,0.6555815,0.5583162
ISIC_0027994,0.18897629,0.14087084,0.7074868,0.78306043
ISIC_0027995,0.28637022,0.2845644,0.88838047,0.736354
ISIC_0027996,0.19117086,0.23944704,0.87413615,0.7321054
ISIC_0027997,0.21839122,0.29874364,0.4252569,0.5923747
ISIC_0027998,0.18965791,0.1818142,0.89414436,0.83966553
ISIC_0027999,0.34331992,0.34346437,0.6054712,0.61233914
ISIC_0028000,0.23910367,0.4127716,0.5555482,0.70007557
ISIC_0028001,0.22755936,0.2672318,0.6725395,0.6563019
ISIC_0028002,0.27685925,0.30734533,0.6496985,0.6481093
ISIC_0028003,0.17880236,0.15744336,0.80147696,0.78324485
ISIC_0028004,0.13808873,0.14868538,0.74179053,0.86681956
ISIC_0028005,0.13124475,0.2664483,0.5759615,0.6092579
ISIC_0028006,0.2554315,0.23931909,0.7392577,0.70826465
ISIC_0028007,0.51126355,0.24884653,0.8652508,0.76139134
ISIC_0028008,0.48025247,0.4428897,0.5913019,0.583657
ISIC_0028009,0.36667463,0.3471337,0.6419541,0.6191927
ISIC_0028010,0.4405938,0.4636385,0.60862243,0.59995085
ISIC_0028011,0.2608387,0.14678398,0.6139993,0.5250777
ISIC_0028012,0.041637894,0.2187811,0.981976,0.861762
ISIC_0028013,0.2287998,0.27267346,0.69818586,0.83912015
ISIC_0028014,0.30866385,0.2529797,0.7405303,0.75554556
ISIC_0028015,0.4075906,0.3979115,0.56735,0.59867704
ISIC_0028016,0.39752847,0.34707245,0.72403944,0.7482326
ISIC_0028017,0.2642763,0.29705375,0.6732147,0.7423584
ISIC_0028018,0.07881959,0.14467894,0.928578,0.86845475
ISIC_0028019,0.22237015,0.17601992,0.72348017,0.7624654
ISIC_0028020,0.22898069,0.2587211,0.6840247,0.66577125
ISIC_0028021,0.29745016,0.2803146,0.7408448,0.8573501
ISIC_0028022,0.13495006,0.17827128,0.89237624,0.8330675
ISIC_0028023,0.381532,0.40639678,0.685092,0.73968285
ISIC_0028024,0.30038437,0.14572741,0.8150835,0.8655359
ISIC_0028025,0.23330055,0.18743569,0.77409816,0.6977042
ISIC_0028026,0.12439337,0.19093086,0.8820188,0.75204575
ISIC_0028027,0.2480437,0.27050886,0.50206375,0.53799915
ISIC_0028028,0.197241,0.2689711,0.6479897,0.6761862
ISIC_0028029,0.30503064,0.30024847,0.67234844,0.575307
ISIC_0028030,0.42533937,0.40252843,0.70307434,0.6898385
ISIC_0028031,0.073889285,0.123006396,0.80248964,0.86364216
ISIC_0028032,0.4303151,0.43500948,0.68423843,0.7180361
ISIC_0028033,0.2633616,0.31670007,0.70374143,0.717943
ISIC_0028034,0.06775565,0.16340552,0.87722933,0.8540571
ISIC_0028035,0.38254628,0.37582165,0.5740824,0.57920855
ISIC_0028036,0.045550853,0.11600607,0.97961676,0.86602217
ISIC_0028037,0.19776249,0.21723433,0.73113006,0.784458
ISIC_0028038,0.16998594,0.3912112,0.52770317,0.6374888
ISIC_0028039,0.33064076,0.28591654,0.6901626,0.6040518
ISIC_0028040,0.38242227,0.34541628,0.7978247,0.73289174
ISIC_0028041,0.40822482,0.3852968,0.6786579,0.60947526
ISIC_0028042,0.35894823,0.39659628,0.6090634,0.5914289
ISIC_0028043,0.052892424,0.093826376,0.93873376,0.82905215
ISIC_0028044,0.055415846,0.2860294,0.8727469,0.85842115
ISIC_0028045,0.3996764,0.44058385,0.56849986,0.55923885
ISIC_0028046,0.3082458,0.26272318,0.71078783,0.82056034
ISIC_0028047,0.287948,0.31756827,0.61454237,0.62755954
ISIC_0028048,0.046911318,0.111812115,0.9645478,0.880843
ISIC_0028049,0.32732153,0.13770972,0.79165554,0.86619854
ISIC_0028050,0.21726386,0.23329906,0.7328671,0.7299865
ISIC_0028051,0.049240906,0.2441297,0.83933794,0.7574784
ISIC_0028052,0.41135055,0.38428366,0.61196095,0.6020336
ISIC_0028053,0.25923663,0.15764837,0.8735854,0.7720548
ISIC_0028054,0.22864567,0.26915258,0.6996919,0.750437
ISIC_0028055,0.19988346,0.24026392,0.7612638,0.7412185
ISIC_0028056,0.31995395,0.20858335,0.6987407,0.6842803
ISIC_0028057,0.043745115,0.1357304,0.9155439,0.84664816
ISIC_0028058,0.36818907,0.44324264,0.62293994,0.71727514
ISIC_0028059,0.30411506,0.28001377,0.78774273,0.7149673
ISIC_0028060,0.29276183,0.3049699,0.7468883,0.74057496
ISIC_0028061,0.25299975,0.16102324,0.6975213,0.4447903
ISIC_0028062,0.055326283,0.19141744,0.8108224,0.8513825
ISIC_0028063,0.13758568,0.1494019,0.84164536,0.858553
ISIC_0028064,0.19082221,0.3811842,0.8393208,0.8588568
ISIC_0028065,0.28211018,0.26988396,0.69308686,0.74282694
ISIC_0028066,0.049795114,0.14930199,0.9518007,0.8508258
ISIC_0028067,0.3832812,0.3809819,0.62661487,0.6224134
ISIC_0028068,0.44364366,0.32584804,0.7535963,0.7241397
ISIC_0028069,0.39686912,0.3841731,0.597453,0.61459553
ISIC_0028070,0.3499118,0.28274536,0.6750734,0.70933354
ISIC_0028071,0.31900498,0.51121634,0.53259534,0.7730953
ISIC_0028072,0.08195133,0.23041363,0.95558375,0.7937387
ISIC_0028073,0.21724187,0.1646729,0.5706709,0.5327509
ISIC_0028074,0.2371825,0.51139146,0.54959583,0.79009604
ISIC_0028075,0.08147372,0.20328553,0.9295259,0.7989739
ISIC_0028076,0.08736985,0.3338091,0.64408606,0.742225
ISIC_0028077,0.1501164,0.19954658,0.91764325,0.7966289
ISIC_0028078,0.2509416,0.30247688,0.6549071,0.7364551
ISIC_0028079,0.39897704,0.40769467,0.6188102,0.60058635
ISIC_0028080,0.3942428,0.4099292,0.62188476,0.5980293
ISIC_0028081,0.13753398,0.11938637,0.7597432,0.8725887
ISIC_0028082,0.03654742,0.16124658,0.97179484,0.8464649
ISIC_0028083,0.084780596,0.16442406,0.82982266,0.8291061
ISIC_0028084,0.30674276,0.36890504,0.6631613,0.6060233
ISIC_0028085,0.19685452,0.3514115,0.717157,0.6440355
ISIC_0028086,0.19133607,0.13897072,0.85667837,0.8623271
ISIC_0028087,0.38358635,0.32961538,0.638929,0.5638375
ISIC_0028088,0.22370027,0.3716518,0.6950368,0.78174055
ISIC_0028089,0.18846671,0.14660306,0.7890223,0.87291914
ISIC_0028090,0.3102013,0.24540864,0.8028128,0.7971199
ISIC_0028091,0.35958597,0.37791425,0.7121052,0.7314038
ISIC_0028092,0.15380462,0.32238528,0.76484025,0.7587415
ISIC_0028093,0.261543,0.17966674,0.68994725,0.5929807
ISIC_0028094,0.4136168,0.37368315,0.6495451,0.6438184
ISIC_0028095,0.31117845,0.34713003,0.6982739,0.66186607
ISIC_0028096,0.14996319,0.18542528,0.61072916,0.8219423
ISIC_0028097,0.061443567,0.1359113,0.79592746,0.83084536
ISIC_0028098,0.07630816,0.13712983,0.91238594,0.8680951
ISIC_0028099,0.18045713,0.27261016,0.63102645,0.77208555
ISIC_0028100,0.10776205,0.18080531,0.8233409,0.80999064
ISIC_0028101,0.04599195,0.10908444,0.9488917,0.8760422
ISIC_0028102,0.16683567,0.20379081,0.7420441,0.7923709
ISIC_0028103,0.061340284,0.25608975,0.9736834,0.8557809
ISIC_0028104,0.29224393,0.12964424,1.0237482,0.79679906
ISIC_0028105,0.10269959,0.29984912,0.9000239,0.8674562
ISIC_0028106,0.34895906,0.33857942,0.62342817,0.64504945
ISIC_0028107,0.09099819,0.164915,0.86451924,0.80997
ISIC_0028108,0.24522994,0.36768007,0.8294036,0.69389856
ISIC_0028109,0.41004553,0.3996644,0.60452616,0.5646025
ISIC_0028110,0.3185446,0.35053727,0.63178843,0.68658096
ISIC_0028111,0.124152996,0.46364745,0.9434891,0.8643998
ISIC_0028112,0.03225318,0.10841453,0.9724866,0.87296396
ISIC_0028113,0.0710799,0.1282234,0.88859093,0.8630692
ISIC_0028114,0.14350161,0.15075642,0.8771846,0.85340476
ISIC_0028115,0.06473756,0.11253276,0.7901569,0.877719
ISIC_0028116,0.20024052,0.24423246,0.88526714,0.821697
ISIC_0028117,0.16737413,0.22312108,0.87478083,0.70737314
ISIC_0028118,0.24123406,0.37267476,0.75243306,0.67043424
ISIC_0028119,0.20372657,0.14290364,0.5902313,0.749409
ISIC_0028120,0.22969936,0.30868667,0.7170081,0.6851508
ISIC_0028121,0.07733371,0.1020749,0.96940416,0.8472112
ISIC_0028122,0.20286737,0.19477427,0.79140055,0.80665505
ISIC_0028123,0.35854742,0.4273672,0.6442623,0.70964867
ISIC_0028124,0.31576368,0.18986431,0.88171375,0.8263129
ISIC_0028125,0.13630448,0.16278186,0.9262741,0.86256933
ISIC_0028126,0.17195378,0.14493322,0.8595236,0.8122403
ISIC_0028127,0.099094056,0.2004977,0.9439445,0.752949
ISIC_0028128,0.37123114,0.31597647,0.6808014,0.62521523
ISIC_0028129,0.3294344,0.2826199,0.69430494,0.8392707
ISIC_0028130,0.41843638,0.3350005,0.77614075,0.7061546
ISIC_0028131,0.39467245,0.4454685,0.6357264,0.6743284
ISIC_0028132,0.14577234,0.26068613,0.78676116,0.7817551
ISIC_0028133,0.3316311,0.18361336,0.84631824,0.74967057
ISIC_0028134,0.06744585,0.2733702,0.95000225,0.8559895
ISIC_0028135,0.3012349,0.3256311,0.6441934,0.58208346
ISIC_0028136,0.16624369,0.3503624,0.88238037,0.8474894
ISIC_0028137,0.27526027,0.28377217,0.58538735,0.70903003
ISIC_0028138,0.20563912,0.21899919,0.71720916,0.7032397
ISIC_0028139,0.44406864,0.43728304,0.7122669,0.65226626
ISIC_0028140,0.41579828,0.27801538,0.69885206,0.6623311
ISIC_0028141,0.30511385,0.3596402,0.6248498,0.7395304
ISIC_0028142,0.29137552,0.3217044,0.71932745,0.7225059
ISIC_0028143,0.08638135,0.14805897,0.8748113,0.7137941
ISIC_0028144,0.066294126,0.17445756,0.7629541,0.85279673
ISIC_0028145,0.29900986,0.33351526,0.773599,0.73679924
ISIC_0028146,0.1875051,0.28174374,0.63022244,0.7628327
ISIC_0028147,0.22144206,0.23233087,0.75539,0.71611536
ISIC_0028148,0.1776254,0.18926942,0.86932683,0.87865967
ISIC_0028149,0.32758257,0.35453007,0.64293253,0.65658987
ISIC_0028150,0.21005867,0.31055382,0.7384872,0.7667506
ISIC_0028151,0.38211605,0.3661952,0.66676337,0.6921108
ISIC_0028152,0.046748426,0.1181761,0.94591796,0.8530529
ISIC_0028153,0.3429862,0.34998274,0.6063028,0.57778233
ISIC_0028154,0.4158681,0.47064042,0.5420182,0.58872426
ISIC_0028155,0.08934172,0.22425365,0.8388748,0.6883977
ISIC_0028156,0.1593043,0.27975667,0.7585486,0.7584438
ISIC_0028157,0.221667,0.31422687,0.60917586,0.6763412
ISIC_0028158,0.33072552,0.39540395,0.6841311,0.69941616
ISIC_0028159,0.38635457,0.41849095,0.6096102,0.6264671
ISIC_0028160,0.24957004,0.3794853,0.7751397,0.75191444
ISIC_0028161,0.18714625,0.3947672,0.78619033,0.759224
ISIC_0028162,0.055868566,0.15084933,0.9215857,0.7529169
ISIC_0028163,0.3676718,0.3624733,0.6409165,0.6002871
ISIC_0028164,0.11837782,0.19671458,0.77129954,0.8089654
ISIC_0028165,0.05079117,0.12767532,0.9720439,0.87404203
ISIC_0028166,0.15170582,0.18843402,0.78756386,0.8251977
ISIC_0028167,0.29031625,0.31058565,0.6782547,0.66927826
ISIC_0028168,0.3008784,0.3336827,0.61510247,0.6264273
ISIC_0028169,0.15785037,0.34834084,0.79977447,0.70784205
ISIC_0028170,0.0595842,0.22868375,0.9427266,0.7918937
ISIC_0028171,0.26421252,0.23167892,0.57162154,0.59029394
ISIC_0028172,0.33412227,0.3271604,0.82201815,0.6192263
ISIC_0028173,0.05388042,0.12543868,0.954227,0.8631183
ISIC_0028174,0.19299562,0.20966971,0.89610714,0.78053784
ISIC_0028175,0.20467992,0.25528583,0.674272,0.66804415
ISIC_0028176,0.23700587,0.18551208,0.7517356,0.81257963
ISIC_0028177,0.21408625,0.22125879,0.54233384,0.6793425
ISIC_0028178,0.23308459,0.27154097,0.7673429,0.8444469
ISIC_0028179,0.091623664,0.19976965,0.8448589,0.81957185
ISIC_0028180,0.28948542,0.2650867,0.746217,0.7039368
ISIC_0028181,0.06397286,0.10660868,0.9332906,0.8796146
ISIC_0028182,0.06668928,0.12773995,0.93860984,0.77269584
ISIC_0028183,0.24609578,0.28550878,0.79222894,0.7391529
ISIC_0028184,0.18417287,0.19045071,0.8908415,0.86910313
ISIC_0028185,0.16587204,0.1345499,0.7690859,0.8883242
ISIC_0028186,0.17416891,0.14795023,0.86351955,0.7836291
ISIC_0028187,0.07400335,0.24319601,0.65555525,0.67898834
ISIC_0028188,0.13431416,0.19461976,0.881148,0.83946764
ISIC_0028189,0.19346106,0.1283181,0.83333725,0.8721347
ISIC_0028190,0.083059065,0.16295984,0.9629194,0.8650924
ISIC_0028191,0.24753574,0.29761586,0.6836368,0.8038126
ISIC_0028192,0.20168607,0.13351831,0.82570237,0.83286035
ISIC_0028193,0.05140391,0.14262049,0.8348528,0.8702878
ISIC_0028194,0.37801823,0.36648425,0.714672,0.6727511
ISIC_0028195,0.41027257,0.4425333,0.53532934,0.56298614
ISIC_0028196,0.31109804,0.3920636,0.6921842,0.8619103
ISIC_0028197,0.22207892,0.34494373,0.6940024,0.7442247
ISIC_0028198,0.3323441,0.32093394,0.730722,0.74820113
ISIC_0028199,0.29294366,0.49183175,0.6367543,0.7734291
ISIC_0028200,0.32615772,0.2672542,0.81110036,0.6825067
ISIC_0028201,0.26447535,0.29074314,0.77918273,0.79262865
ISIC_0028202,0.23357347,0.20547271,0.78476596,0.6644167
ISIC_0028203,0.060840018,0.42772266,0.6327076,0.8691205
ISIC_0028204,0.04828754,0.1844076,0.84676826,0.8171235
ISIC_0028205,0.2822042,0.33691564,0.65852815,0.7393024
ISIC_0028206,0.17282346,0.27314422,0.4826817,0.6717577
ISIC_0028207,0.17342038,0.30539832,0.9452106,0.8358352
ISIC_0028208,0.30376562,0.14177892,0.7337903,0.7276684
ISIC_0028209,0.3821139,0.3432258,0.6559577,0.6130734
ISIC_0028210,0.13226703,0.12821564,0.9004054,0.86704886
ISIC_0028211,0.1429884,0.17903882,0.91214865,0.70836806
ISIC_0028212,0.3137971,0.2855892,0.78362715,0.73050594
ISIC_0028213,0.227753,0.13065945,0.8707249,0.8248014
ISIC_0028214,0.19624294,0.21497749,0.82233745,0.7576584
ISIC_0028215,0.23810653,0.30286598,0.7414229,0.66316295
ISIC_0028216,0.26620063,0.2240275,0.7375156,0.746842
ISIC_0028217,0.08660561,0.23825195,0.9810577,0.8219439
ISIC_0028218,0.08152127,0.2026393,0.81829494,0.8268005
ISIC_0028219,0.3829113,0.38668355,0.59250504,0.5762263
ISIC_0028220,0.22655046,0.2762296,0.86984056,0.6987555
ISIC_0028221,0.045804318,0.12956251,0.9808841,0.8842996
ISIC_0028222,0.28277484,0.2495613,0.6407385,0.6475381
ISIC_0028223,0.21655622,0.2023288,0.7920834,0.62965584
ISIC_0028224,0.31637487,0.23844054,0.7276181,0.7209667
ISIC_0028225,0.21156423,0.328876,0.7623626,0.72831666
ISIC_0028226,0.37225208,0.40488052,0.6357191,0.6048186
ISIC_0028227,0.24175246,0.21954286,0.93034047,0.7234155
ISIC_0028228,0.030094543,0.13407244,0.98561484,0.86786366
ISIC_0028229,0.15622626,0.22341135,0.8379494,0.79348385
ISIC_0028230,0.24351351,0.26294276,0.6809661,0.6756955
ISIC_0028231,0.09785608,0.13862447,0.9214308,0.80749494
ISIC_0028232,0.068316184,0.15403497,0.86039895,0.8399098
ISIC_0028233,0.102308884,0.14428729,0.92845637,0.87863654
ISIC_0028234,0.23536317,0.27665147,0.72335714,0.6389333
ISIC_0028235,0.121393755,0.2979103,0.88924485,0.73225415
ISIC_0028236,0.066899054,0.13368969,0.96467674,0.86029077
ISIC_0028237,0.3490876,0.39474383,0.6305219,0.735917
ISIC_0028238,0.10469089,0.2598373,0.91461277,0.8029573
ISIC_0028239,0.17540382,0.41503116,0.7274567,0.79926276
ISIC_0028240,0.28198615,0.16449352,0.71606,0.65013283
ISIC_0028241,0.13894269,0.12551437,0.9733926,0.8489578
ISIC_0028242,0.040351838,0.11598694,0.9439068,0.8743502
ISIC_0028243,0.13723154,0.18140292,0.91172427,0.79954916
ISIC_0028244,0.14279653,0.28966743,0.77591753,0.83232903
ISIC_0028245,0.36242688,0.3598367,0.7196807,0.6815376
ISIC_0028246,0.14323805,0.20579182,0.8134058,0.86067075
ISIC_0028247,0.463483,0.49617323,0.5427244,0.57054937
ISIC_0028248,0.21101737,0.16248871,0.811768,0.82661617
ISIC_0028249,0.42664886,0.35565683,0.7439213,0.73080444
ISIC_0028250,0.23793522,0.29529133,0.5132289,0.7036141
ISIC_0028251,0.16178463,0.26433167,0.6063874,0.67415124
ISIC_0028252,0.047955483,0.15932183,0.93025696,0.87740684
ISIC_0028253,0.14522596,0.2663419,0.8193125,0.8688277
ISIC_0028254,0.092398226,0.16181235,0.965139,0.8527577
ISIC_0028255,0.05509282,0.2550064,0.97267085,0.7970238
ISIC_0028256,0.089074895,0.15069577,0.80525345,0.8095219
ISIC_0028257,0.07978396,0.123184875,0.9115992,0.7342819
ISIC_0028258,0.1462959,0.15731288,0.8756741,0.8221222
ISIC_0028259,0.40616137,0.3583653,0.77289265,0.70235765
ISIC_0028260,0.36816016,0.3427687,0.7030884,0.65104294
ISIC_0028261,0.08258171,0.15149759,0.94647837,0.85137856
ISIC_0028262,0.24902657,0.29370424,0.6982218,0.59226227
ISIC_0028263,0.19920602,0.29470164,0.714494,0.6852956
ISIC_0028264,0.32746524,0.22291724,0.6253952,0.62274665
ISIC_0028265,0.03352291,0.11814691,0.9471211,0.88266337
ISIC_0028266,0.28363976,0.32016346,0.5644552,0.7042097
ISIC_0028267,0.2676026,0.19775327,0.7751044,0.7718345
ISIC_0028268,0.2676022,0.28193724,0.7010782,0.7701131
ISIC_0028269,0.044053134,0.15483314,0.96202904,0.83942634
ISIC_0028270,0.097839035,0.17830937,0.75112754,0.8786759
ISIC_0028271,0.093208246,0.25295797,0.92576355,0.80213
ISIC_0028272,0.46277,0.42766768,0.5409979,0.50041336
ISIC_0028273,0.29493117,0.40737054,0.5231993,0.6717701
ISIC_0028274,0.11351567,0.13687012,0.8073535,0.7031323
ISIC_0028275,0.33447313,0.16663331,0.76955175,0.81784904
ISIC_0028276,0.20479849,0.3682454,0.77075994,0.7347795
ISIC_0028277,0.37661895,0.28908655,0.7914885,0.68809164
ISIC_0028278,0.3811376,0.14973186,0.83091027,0.72966486
ISIC_0028279,0.1124289,0.16242838,0.82956856,0.8674251
ISIC_0028280,0.06889849,0.25182697,0.7773734,0.8620002
ISIC_0028281,0.23869836,0.2526976,0.6443841,0.69769466
ISIC_0028282,0.13756023,0.32775673,0.606644,0.85138464
ISIC_0028283,0.0609644,0.1374946,0.92145294,0.8232796
ISIC_0028284,0.40343165,0.32978317,0.7672125,0.6397818
ISIC_0028285,0.15708886,0.1668304,0.8269511,0.8716056
ISIC_0028286,0.16126244,0.40137887,0.76845443,0.74289405
ISIC_0028287,0.2753536,0.35553032,0.65193903,0.62400216
ISIC_0028288,0.26359603,0.22608523,0.76241994,0.7104308
ISIC_0028289,0.083275154,0.19747305,0.42733198,0.59072185
ISIC_0028290,0.3525823,0.36876506,0.649323,0.6195668
ISIC_0028291,0.23739739,0.24983223,0.7554809,0.7079324
ISIC_0028292,0.045133498,0.10623479,0.96982354,0.8306405
ISIC_0028293,0.42922184,0.4542199,0.53933525,0.5795054
